,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
0,0.60513661935729,0.888477675935338,0.06549384711194067,0.05821397595301734,0.2261470988192742,0.49990671087620175,0.4154160341569668,0.2973373259641743,0.4595870201279417,0.4990511519186409,0.5521720307394381,0.38578520457373155,0.4168272258647058,0.5830613604311351,0.4575986716833715
1,0.6160322752767123,0.9881431203968815,0.013069225920525274,0.051512025187696125,0.20349898598712945,0.46237464957824087,0.3114766579544659,0.3464231226450482,0.4057627900225354,0.48393589661645026,0.4698203776699443,0.4161634194047627,0.4388033356432278,0.4182866663860186,0.48632871300812164
2,0.22755246666674755,0.32606118019081365,0.2622568374427233,0.15008419417996371,0.9246403222044375,0.87033269507803,0.25770376831069874,0.43881340122027174,0.5191508352977888,0.2550202412795103,0.46828501321420735,0.22738825055129253,0.563903247013767,0.5429955671722975,0.28081364922159296
3,0.8420095666233512,0.14598980975157844,0.3363343049599072,0.19623515951836878,0.3030845899328505,0.43698872638027847,0.4728885857824657,0.20798265464558552,0.6574887762134706,0.44946053041375417,0.5094945971807419,0.3077258046948615,0.5557452472220992,0.5202802225700596,0.5533825267866629
4,0.6614703959380533,0.9715088062256132,0.502457349560202,0.01905523923889529,0.14000819497037234,0.5361963125751033,0.29561230101152325,0.3819527681332211,0.35676386445073377,0.5117212058662174,0.47134943977719873,0.4399138905092952,0.42989373564548006,0.43687606479562324,0.49521149420831406
5,0.8824743871187113,0.1730594614890031,0.31915653322272436,0.17284634115097994,0.31014522473061185,0.4445382579106956,0.4740980429926013,0.14209840705201074,0.6034033001865573,0.5429989745078683,0.5889881331395378,0.3206691828287055,0.6584968535288018,0.44427056170755796,0.5811352380378807
6,0.10864477500101291,0.16925705976431554,0.21677535965745054,0.15867023616782694,0.21226180788063853,0.5357646232281792,0.3841055754882148,0.12376898957983623,0.15415705542900007,0.9794754029667263,0.46184508308015676,0.41469633917020665,0.8698697189803097,0.742082570208375,0.09047844910180079
7,0.6304957262655488,0.9999998613650648,0.001826424304924024,0.04622273377734562,0.20279336300275141,0.45894192206683665,0.2869996918163602,0.361102563254391,0.39661335047788837,0.489855859229306,0.4609915501184218,0.4276348527995505,0.4223718742132435,0.43967739780990517,0.48694705371116603
8,0.6783333592325187,0.8911865045448194,0.5367640410214295,0.03343745129506348,0.21744705035854991,0.47734551490153226,0.4070838672294109,0.18158514295315853,0.542025409673418,0.5622472297845416,0.4647671485622454,0.37777281895460546,0.6272486597720919,0.5662944410796855,0.43468939098199055
9,0.0,0.15424401284022518,0.1665537036718002,0.17534148780358483,0.1458380967879071,0.3958669827322088,0.2912306398843882,0.4256206229374031,0.42189088100194455,0.4441759822151507,0.4657490785955634,0.37487181240248224,0.4073038526493749,0.3245957424670365,0.4341652585214149
10,0.12894339181270054,0.16928526533794258,0.22100105418159308,0.13730818076704332,0.20720223225408785,0.5127538371442494,0.374814479710167,0.20633595307898162,0.23639911668353933,0.8250561040769242,0.4769864132939215,0.3871570309855215,0.7757404020337482,0.6528454467130531,0.15641035192935315
11,0.0913969842642659,0.16305761068049252,0.19919398052208812,0.13664420131038293,0.21241878798135322,0.5001151026364736,0.3550241093562403,0.19091031015329424,0.1916296090297205,0.8556118282288019,0.37587316677270016,0.4120198811637983,0.8359299413700279,0.6968434515938111,0.0
12,0.5073182081294928,0.5588503566979197,0.8688416956907213,0.1681285899158033,0.4557024041771687,0.22191898443239977,0.3962772251906642,0.32807513906576546,0.4865031440696289,0.49335244705017783,0.4527519569629615,0.3545062603793525,0.6142494192858465,0.48876981495090843,0.5764244242014193
13,0.9672049197166467,0.6458397693409886,0.3968641346374216,0.09580751136659613,0.15245524936840896,0.5201038230644901,0.3936469140494217,0.517672113501002,0.393939709580171,0.5702488623929182,0.47860252357711636,0.3350797790058528,0.5273805348020975,0.4888961288941667,0.5152062783120005
14,0.8426167074650368,0.02869118471317051,0.23440091907685598,0.1735933894414676,0.21196550423826407,0.5140690181910815,0.30154057030186,0.3431149714505399,0.3714683636635146,0.5488939708365944,0.31390870955570616,0.3328283423172567,0.33627351156935664,0.6173786771907122,0.6119115767402589
15,0.8760916154783196,0.0921787583092471,0.24576280653710578,0.20434997530060695,0.2697569483446511,0.5349513062749929,0.32170849401653706,0.308976617909999,0.3872867922149263,0.5933932517086851,0.5324154437766407,0.38659379755642465,0.5242115632148906,0.36307733003597864,0.5940630009765029
16,0.9777931847761422,0.5146450018689641,0.11610065057096083,0.1116184470686466,0.24366693792139876,0.5151451311968501,0.30988855271864235,0.29980807299765366,0.3594733419206798,0.5828761123049352,0.5315679718636825,0.4205060957775531,0.5265201735809084,0.39678835692425984,0.559968543193903
17,0.05014814621000888,0.1445433611953694,0.2080042233404269,0.19327285139370057,0.11972548743629319,0.4043416754889415,0.27641196028649984,0.3768678510413692,0.459259569927717,0.4552887852565034,0.4917130969190341,0.34368773772811906,0.4856207550922088,0.29341687635434227,0.4639823925232387
18,0.3986174206077564,0.5503549468597998,0.931528748982286,0.062126930603813656,0.027657145791093563,0.586312740682525,0.3740328609237684,0.4546088281527566,0.3933371441240807,0.49550128545359906,0.47275012522004123,0.403911656530842,0.3725169152373261,0.4709923765603958,0.5582139626995478
19,0.2256852533387039,0.20880176787369747,0.18757411192392523,0.1416920228518489,0.2767539442642526,0.6162160266530428,0.3623680792821033,0.0,0.11487216066525015,0.869337316761207,0.8814044123783397,0.2857667960505905,0.8076800993434785,0.6924884677703979,0.558473429223609
20,0.010160933943849306,0.14672867792785416,0.16523452968300256,0.17316938162160703,0.1429826091016303,0.3965196666035609,0.29119392907433683,0.4251520805837631,0.417473771468589,0.44139935685951354,0.4629772022923594,0.37642892947630646,0.40520952402088145,0.3255923061230265,0.4298468319636876
21,0.8799386173487119,0.025045945943077737,0.2391239968031039,0.1773557492908493,0.27424749514198293,0.506378303000557,0.3241563793675719,0.3719399478477507,0.4098659582125595,0.49328260738865487,0.5073756983218927,0.36403705608401676,0.44739958986815975,0.4846080388714008,0.5040405077096631
22,0.18665408668812275,0.2585334568964682,0.2268346357299276,0.17296505720238015,0.14313339913412074,0.4575470124713716,0.5237387502134595,0.2701916634228328,0.3988803129558542,0.37131322373917675,0.9100282528592099,0.1245795884687558,0.2730386524637454,0.9526748211871908,0.5756033247795177
23,0.9058437294215868,0.23502773552372622,0.4398753466312392,0.24227451937721006,0.5683674582914474,0.23634807036835617,0.362011953313578,0.30634856727504683,0.44858367512925706,0.4553580851813184,0.44214118473744757,0.35421359986198137,0.5839505847768633,0.48841756454874113,0.5582938506466543
24,0.09810842781048305,0.15219565514514904,0.20970620353829877,0.15056707278246398,0.09246880758446892,0.4833414404474772,0.2674991578954994,0.31184257772456264,0.3801814996399473,0.6040847907485086,0.09031000986732522,0.25695437982199976,0.2190476275885554,0.7664288238740739,0.8402896638028001
25,0.8786562177019993,0.07349508226447622,0.26895953791175403,0.159198460921309,0.4730065106283889,0.6732767602020633,0.34217416663172623,0.455574908343546,0.5215872686297146,0.45636265283750627,0.454222237997205,0.41722873373556096,0.4841993773415194,0.5027571105442047,0.49551088421868134
26,0.6081164660336478,0.8685241845761098,0.05460645277599841,0.03791485852681362,0.1723092623909128,0.46481343986231993,0.27609965818464477,0.32588705718187133,0.39411858145199974,0.5570116042649158,0.3037277214191125,0.35580675417795377,0.3836166836926513,0.6213858095970702,0.6216328096402657
27,0.6325064449985843,0.9890467912271605,0.00186854000678744,0.04500051060942282,0.20808901875921518,0.46178913176530617,0.2911388394291891,0.34751716746199673,0.3981924917153147,0.4897102295241916,0.47122010155445576,0.42246140429520135,0.43907179440739524,0.43063857010777334,0.49361102486132835
28,0.16163264114383924,0.15066932696424357,0.21483089428997645,0.13841183926641085,0.08536920739989674,0.5055051070239209,0.2173359838570545,0.26088274826813135,0.35975490548539757,0.6533060319152472,0.0,0.23891439780920706,0.259588138352661,0.8943698187014167,0.8195605696740873
29,0.00011840946627487803,0.15414527509614218,0.16589484237728208,0.1740061984399959,0.1431999398176363,0.3914653105515192,0.29071599990081254,0.43029138077876583,0.4259724842079881,0.44230702605609346,0.4676429891640075,0.3725093995182587,0.39764891901841365,0.3092694909804785,0.4249077123601123
30,0.18519519516861205,0.25283525964033593,0.23589855096734508,0.09770482970581,0.4554574796045633,0.1765972703425429,0.32380093730624215,0.5335064241500331,0.8346562834871577,0.8103567757597886,0.631720762747975,0.6402573837271218,0.041746621390468,0.5692860985233554,0.32053785718187583
31,0.9999999242757146,0.5299813341986912,0.12228376609193088,0.10464686315021021,0.22302837786977667,0.4770568046150324,0.30845182702694407,0.3751270075893055,0.38976593535574283,0.4987095796098946,0.46869966342953157,0.410936837163839,0.445181341776294,0.46708993880628946,0.48833646730174796
32,0.06190688243892253,0.1867930810755301,0.17460839558105898,0.11711379360835443,0.19256086025789462,0.48274533046129714,0.2473776402847546,0.4086166615341211,0.4296486437023789,0.6486179111825303,0.4837133721696303,0.48866320798235324,0.4129031229347385,0.25541778160802264,0.4983987389818454
33,0.6171903959103502,0.9658111513953491,0.0018475386969839848,0.044977001049631565,0.1994636314275891,0.4579400888553859,0.2891479847122084,0.3502050917823608,0.40224146568923835,0.4869393819166349,0.464245438817779,0.4249592127048539,0.42742947219358757,0.4326834406813489,0.49474904777990714
34,0.956410778746891,0.004064834803016021,0.23876269682284715,0.1785217773228053,0.21300953214209403,0.46377391099148024,0.320548253212502,0.40447327238463704,0.39539339281603947,0.4876011013931035,0.47419796786321405,0.3842529009092949,0.451715549108322,0.44186146540101257,0.47147914153390175
35,0.05105728234439392,0.1427171532627486,0.22848787317554942,0.15005503884300195,0.2799840832463625,0.47615563789803445,0.26548878904013995,0.4131169806561033,0.4692302921594329,0.5165842454654873,0.42712529165922036,0.3883189359381222,0.40284598785729364,0.4359014028080098,0.4724082376499584
36,0.31807705641449147,0.3935114041084403,0.24427797053022213,0.6603928537387036,0.31219094629864164,0.6075850233212989,0.9778453554302127,0.2542849844117912,0.28521051971022765,0.4667132779839266,0.3826071088166662,0.4908174494651081,0.08931482208056181,0.32062997551544536,0.42319295391625894
37,0.6655308809469149,0.9791113884300818,0.5005114671052596,0.010094441431903387,0.11270533903631438,0.5303412963770213,0.2974484183271168,0.3887214587051587,0.3775967147878015,0.5021561311949988,0.46988561939138995,0.43698736176318576,0.4268687909072943,0.4554438768872361,0.4797609904965666
38,0.9477463055179619,0.0167684016510648,0.236442789889579,0.17764009699127645,0.2182672591857408,0.4768276730682128,0.32289340970667263,0.40595820605522553,0.3860616969667311,0.47290831624760293,0.4857379539695947,0.36748835825078213,0.43748386651564986,0.45903307647573394,0.4825040745877854
39,0.9083297402379241,0.024129201907229742,0.2397250764911698,0.18310836895404953,0.2801522432060338,0.4359372789112407,0.29198735877239695,0.40350361877010626,0.3709096744722894,0.5101001472687848,0.4615736397816844,0.3985536747717154,0.45792254338716065,0.47885115230642783,0.4461882500139036
40,0.6215835818033018,0.9769780967045787,0.011248426113395108,0.06742037216135244,0.22188381734051046,0.46490752932080476,0.308355196948278,0.32813793901909777,0.3350866894535099,0.5460128633264729,0.4764681589108849,0.45308054063645214,0.4408401514209509,0.3862595733520274,0.5046417218936096
41,0.5210798846554621,0.8463228435300235,0.0771700915383224,0.05613099902869713,0.17624757893960716,0.5057170659437812,0.32968376127451365,0.37979346593966357,0.3922810035672836,0.5133509652722187,0.43171966049794047,0.41208189390962946,0.34945849784118505,0.48448856787189626,0.6397190085121947
42,0.05043491203706984,0.1331065892827779,0.17511293983293466,0.1820096192505899,0.19100798588150725,0.420851693982016,0.30508927766273464,0.3819955005303255,0.4754857598994297,0.5482266424379202,0.38669774400292506,0.3291005663358056,0.31564173099834386,0.5131744263666543,0.35215723749521466
43,0.9470397604148697,0.0014752532794860183,0.24820077611118546,0.17918430845092753,0.20662791676642453,0.4654176123296586,0.31225232460130403,0.40374731763522664,0.38471525272533036,0.4868332589435865,0.46760698941551865,0.37763287325338496,0.43872477190906106,0.46278788542722854,0.48452672907970273
44,0.8907482879328357,0.033530707735067194,0.229410639928714,0.16584740816536567,0.2270436412275983,0.5400697667722255,0.2942553220145127,0.2712584947395409,0.34419589398562334,0.638773424473078,0.4274976001917795,0.35704150390464284,0.5169781164492542,0.4899868079832741,0.6711869332649033
45,0.06605119423981827,0.20930419335533243,0.2436921649044957,0.12371297341210581,0.1413809629283211,0.5243280435675602,0.316858741764179,0.3888229222081085,0.41276761242553617,0.5615504726969212,0.35892204465664834,0.3149279470074274,0.2607802243452087,0.4971941797207196,0.84802146822221
46,0.9536824175644749,0.002782621566410286,0.2380592811534324,0.17804988681704556,0.2120013467396,0.4633932179815666,0.3201865851706926,0.40487045192383553,0.3948374236102277,0.4865974281023856,0.4741311578278309,0.3843658006981016,0.45131471054564737,0.4408258969730564,0.47083450280561984
47,0.9042148823126077,0.1269643934559186,0.26467982162385345,0.3531850713890547,0.2744077798511929,0.5630565597094314,0.5993996533182164,0.2771111461572572,0.2844942783588861,0.5985877087121363,0.447325749370417,0.44384874628467297,0.43765624602303954,0.5457789925327492,0.38121698063101483
48,0.0381369891372544,0.17945373451121455,0.19954748690105423,0.1455055446951143,0.13031376366847522,0.3853277825366283,0.2952224638424803,0.3753154178777706,0.4593317388083666,0.4088335086578822,0.5200546217881167,0.30982343477326585,0.2956700882488364,0.4175356119792998,0.6655014470234082
49,0.883909976190782,0.01384206301646187,0.22564389314721187,0.16599789970652504,0.2047807473047403,0.46662944774392634,0.3234764473424262,0.3926929598904231,0.3892326142058297,0.4833321513322146,0.45476683497295717,0.387539928457498,0.44643040944174867,0.45737960948536677,0.4604524543101467
50,0.03379713094692991,0.14647390911517397,0.216111579945562,0.15745319489948945,0.11785453197079744,0.4230138292666922,0.2930816645765718,0.4043661284994351,0.3762402245409537,0.5028777349834477,0.4686061702283977,0.38388844488028245,0.46111555584701996,0.39240848270369216,0.3634421452506236
51,0.9983595843533405,0.5294336300705185,0.12077038681670288,0.103505034229488,0.22197948945090876,0.4767541898006133,0.3077359765187654,0.37509307826461247,0.3890693129758678,0.4977063610358872,0.4684372077843147,0.4116716748633011,0.4443368803551666,0.46625576739408847,0.4879378581466409
52,0.0,0.15424401284022518,0.1665537036718002,0.17534148780358483,0.14583809678790724,0.39586698273220944,0.2912306398843452,0.4256206229377658,0.42189088100200456,0.4441759822276087,0.4657490785987394,0.37487181229931266,0.40730385274928854,0.3245957426735509,0.4341652572608922
53,0.8963395793862619,0.23660797184804633,0.6143511457180587,0.10538821440214743,0.12840266788921126,0.5524766201291235,0.29540126191814986,0.38338497578979436,0.3663158870568113,0.5431971445970756,0.3773063488608264,0.37033082502091524,0.39941377051377885,0.5935369656638677,0.5558995386335297
54,0.8549729677452699,0.05323154503048506,0.2652155975565805,0.15269498755606814,0.21879676758951214,0.4711690117323609,0.3196114718003834,0.3517819759577257,0.3177433550681353,0.4669324372304786,0.6209025660647897,0.30977683290901903,0.3969420801147137,0.6147307710266974,0.5672718724223419
55,0.31635078772835823,0.37519935109117475,0.4877901208166599,0.3145982975075173,0.8339769140726001,0.08525296348427537,0.25679892589617725,0.43803459394691824,0.07991848735066495,0.547138485654065,0.3571156341885006,0.37772477649383396,0.5622255371425251,0.5302469556487494,0.6075196479638948
56,0.956410778746891,0.004064834803016021,0.23876269682284715,0.1785217773228053,0.21300953214209403,0.46377391099148024,0.320548253212502,0.4044732723846371,0.3953933928160394,0.4876011013931035,0.47419796786321405,0.3842529009092949,0.451715549108322,0.44186146540101257,0.47147914153390186
57,0.8793361733378903,0.2408113300546303,0.6189434312007956,0.11310575197731294,0.1479409171881342,0.5669012384388152,0.3358403489109395,0.34563312440401334,0.31865173810052666,0.6243173180263591,0.48023856505784374,0.40158434815015603,0.53839751669389,0.5776263166742042,0.39738052677491814
58,0.952221502151563,0.00366502907839267,0.2382722755595024,0.17758784825819088,0.22321194529712798,0.4705309833315556,0.3188787680408111,0.4055805257242395,0.397589475331698,0.4819782520148817,0.4740716991895595,0.3809144492286749,0.45398151027212946,0.44410785206452424,0.46570929982501486
59,0.03845636487789185,0.14780408134332282,0.17875830882571248,0.22234121929339618,0.13127172274211382,0.4023685788802966,0.277843041300735,0.34487193410793426,0.5058374599019905,0.4566983298899361,0.39653133744295277,0.28427631393357583,0.3961270603857078,0.4596860539754142,0.5350690559365539
60,0.060881849749316375,0.17423849992597398,0.15658336391154257,0.1497918643303905,0.17560502655559762,0.3727220567514634,0.3270865274469682,0.28726123685347665,0.41624356682831376,0.5623997399268859,0.24848551442843325,0.2761109724066767,0.6789062748603437,0.5724254892873938,0.36078856167105383
61,1.0,0.5299812977409577,0.1222837397847294,0.1046468582208511,0.2230283492122672,0.4770568517514314,0.3084516259959433,0.37512692598970665,0.3897657494318919,0.498709403391036,0.4686995505602959,0.41093685838692245,0.445181225684989,0.46708990338435985,0.48833644960290995
62,0.4491890885770215,0.5374480730760448,0.7495940810944944,0.313629909460288,0.14566386196362882,0.6671852350492916,0.6693082936615624,0.35307906718740245,0.34510982164718773,0.5155189893844228,0.3797269889211572,0.422880348264229,0.17764382886801036,0.47273110966204873,0.6456837713503044
63,0.9025202033024149,0.04015710627622358,0.22234571895795383,0.18307641463339178,0.24828527606443715,0.530847591376374,0.31595064892042807,0.3008041083344308,0.3559401959794026,0.6118591849641432,0.5817120097549656,0.3907514763827621,0.5662242995299501,0.3429807461324631,0.5936011497772601
64,0.6304957424347551,0.9999999302160707,0.0018263543659360814,0.04622267411094906,0.20279334094226856,0.45894190763934684,0.28699970684183507,0.3611025295945409,0.39661327322185264,0.4898558537896209,0.46099154979378043,0.427634874133754,0.4223718857788154,0.4396773313883132,0.4869470915151191
65,0.9536824951327996,0.0027825602127107816,0.23805925369509487,0.17804987369522124,0.21200139077258562,0.4633932570740652,0.32018659161492513,0.404870481248117,0.39483728025874093,0.4865973907865329,0.474131136865631,0.38436572602406477,0.4513147075480588,0.44082585231232946,0.47083453166638056
66,0.09509003541720158,0.2669959513764307,0.24541227305645064,0.14868883639237415,0.1744452439962691,0.4949990456151402,0.3295757674950738,0.3863289729077979,0.2369792886480461,0.6158925661867852,0.4538811296054231,0.4202832774262366,0.44338853685549506,0.27998273182806155,0.5508881647888181
67,0.8857347759795787,0.05531138669505549,0.29772840496325825,0.15964275134764205,0.24590267185643994,0.3729857835301697,0.33623676883960385,0.38930781147037397,0.5075847230173987,0.4975425612785605,0.49806888861195764,0.4095366448547212,0.4455655847821427,0.42788080953669605,0.44110821743875633
68,0.9223830174589855,0.010670194573285998,0.25366352646042384,0.16645092755772753,0.23085556700046378,0.4288932167940956,0.33938305122050727,0.4419184614483482,0.4370528821781286,0.5259730733857848,0.4948592842308309,0.3770920833633902,0.4453647321007308,0.4551777768523675,0.47138757320338087
